exp_log2_cond1	exp_log2_cond2	exp_log2_cond3	exp_log2_cond4	exp_log2_cond5	exp_log2_cond6	cv2_log2_cond1	cv2_log2_cond2	cv2_log2_cond3	cv2_log2_cond4	cv2_log2_cond5	cv2_log2_cond6	LibID
1.293022	1.215468	1.030663	0.878851	0.962323	0.635952	-6.120193				-6.156518		5069.000000
-0.335739	-0.234368	-0.393701	-0.213820	-0.379399	-0.349571	-6.117787						5070.000000
	0.633226	0.525781	0.666941	0.411853	0.402823		-5.864723	-5.733399	-4.623729	-7.587714	-4.908063	5071.000000
-0.197330	-0.209259	-0.268215	-0.187456	-0.314192	-0.262533							5072.000000
0.621129	0.623311	0.516984	0.469362	0.299335	0.317367	-5.124692	-4.635213	-5.792938	-5.512662	-4.878179	-5.057313	5073.000000
-0.068311		-0.124089	0.012156	-0.209205	-0.163692	-7.042367						5074.000000
0.814928	0.763692	0.630184	0.850540	0.473875	0.481100	-5.416793	-6.108185	-5.559835	-5.799390	-5.615864	-5.915832	5075.000000
-0.069056	-0.128638	-0.077228	0.082573	-0.310893	-0.093766							5076.000000
0.848681	0.819899	0.726072	0.769745	0.700215	0.702075	-4.492106	-5.722895	-6.027834	-5.371883	-5.134936	-4.712472	5077.000000
0.020996		-0.059491	0.121637	-0.161771	-0.085259	-6.122600			-5.255433			5078.000000
1.184388	1.203208	0.978548	0.970975	0.809057	0.719775	-5.065650	-4.076013	-6.110583	-5.414908	-4.781247	-5.583715	5079.000000
0.149901	0.103035	0.133997	0.114908	-0.017905	-0.032339	-5.357067	-4.889153	-5.186709	-6.210636			5080.000000
0.961185	0.993268	0.798964	0.848060			-5.193683		-5.640214	-7.900181			5081.000000
-0.110474	-0.086210	-0.168880	-0.128880	0.415178	-0.171998							5082.000000
0.637918	0.666096	0.540379	0.555310	0.554720	0.519751	-5.015986	-5.922566	-5.961023	-6.304006	-5.664770	-5.327662	5083.000000
0.482732	0.602922	0.475325	0.501521	0.378178	0.250286	-5.514612						5084.000000
1.265209	1.286954	1.103812	1.223208	1.012397	0.904949	-4.857909	-5.338654	-6.188374	-5.816668	-5.518517	-5.681258	5085.000000
0.145126	0.314912	0.173143	0.192673	-0.023655	0.125648							5086.000000
0.840416	0.896441	0.737282	0.851302	0.638462	0.657805	-5.666826	-5.253650	-6.018526	-5.447126	-4.892296	-7.065650	5087.000000
0.569184	0.610922	0.292535			0.182965	-5.017628					-5.373741	5088.000000
0.353560	0.473258	0.298865	0.341613	-0.009857	0.156135	-4.833154	-6.060649	-4.903324	-5.067320	-4.912810	-4.642414	5089.000000
0.357509	0.464455	0.465570	0.220372	0.303216	0.143192							5090.000000
0.650244	0.743926	0.579847	0.735166	0.392755	0.409441	-5.200673	-5.129810	-4.960715	-5.181490	-4.625162	-4.810139	5091.000000
0.379402	0.568615	0.524318	0.678958	0.476741								5092.000000
0.980759	1.089596	0.951013	1.077289	0.960367	0.956939	-5.373741	-4.923917	-5.526341	-6.311711	-5.502930	-4.884445	5093.000000
0.596905	0.629714	0.569577	0.797792	0.483598	0.422458							5094.000000
1.288795	1.310779	1.075557	1.290649	1.137068	1.059085	-4.973625	-5.128103	-6.687465	-5.133226	-4.722833	-4.709519	5095.000000
0.234335	0.278545	0.021203	0.142337	0.003280	0.068257							5096.000000
1.090377	1.153990	1.001894	1.082938	1.076751	1.053670	-5.381182	-5.617886	-6.464860	-7.116183	-5.131518	-5.386776	5097.000000
-0.056933	-0.116542	-0.183053	-0.114576	-0.200122	-0.150845	-5.260788		-5.625985	-5.514612	-6.397848	-5.805857	5098.000000
0.680706	0.757406	0.687594	0.772111	0.579172	0.628074	-5.320357	-5.351531	-6.093842	-6.779734	-5.136647	-5.615864	5099.000000
-0.341129	-0.357173	-0.439285	-0.246880	-0.518747	-0.317826	-6.190839	-5.158981					5100.000000
0.339403	0.414509	0.221009	0.335974	0.207904	0.311629	-5.439513	-5.961023	-5.886833	-5.844967	-5.165888	-5.623958	5101.000000
-0.149347	-0.211120	-0.221038	-0.130384	-0.416034	-0.179767	-5.172812				-4.754139		5102.000000
0.224908	0.314665	0.184867	0.229415	0.109135	0.236925	-5.518517	-4.868806	-5.298553	-5.409259	-5.693686	-5.396122	5103.000000
-0.119194	-0.050459	-0.238024	-0.137644	-0.204503	-0.156871	-6.137088	-5.947391			-5.540086		5104.000000
0.426216	0.519106	0.397400	0.482828	0.429716	0.430199	-5.218224	-6.198247	-5.617886	-5.504874	-5.581717	-5.489361	5105.000000
-0.065169	0.028441	-0.047982	0.045923	-0.071990	0.049772		-7.981592		-5.681258	-5.666826	-5.603766	5106.000000
0.366600	0.489285	0.323717	0.465199	0.452223	0.546015	-5.758765	-6.208154	-6.044195	-6.530689	-5.983887	-5.840595	5107.000000
0.045070		-0.082703	0.089535	-0.097348	-0.045499					-6.329769		5108.000000
0.666103	0.766037	0.608848	0.587344	0.693002	0.702498	-5.581717	-5.662716	-6.072460		-4.895443	-5.666826	5109.000000
0.549522	0.702525	0.358916	0.699897	0.473492	0.326240	-5.900181		-4.947862		-5.244753		5110.000000
0.597583	0.677064	0.581525	0.668725	0.631104	0.616345	-5.561818	-5.314891	-5.285910	-5.087439	-5.145217	-5.675064	5111.000000
0.215148	0.315897	0.127121	0.131710	0.026856	0.175676	-5.358915		-5.184968	-5.993083	-5.981592	-5.621932	5112.000000
0.983955	0.988874	0.908097	0.919438	0.854239	0.893008	-5.931569	-5.186709	-6.144359	-6.527916	-5.087439	-5.897952	5113.000000
0.441760	0.522951	0.270562	0.279472	0.261934	0.196908					-4.512712		5114.000000
0.747733	0.839087	0.686488	0.814890	0.775665	0.774375	-5.246530	-5.324007	-5.938339	-6.086697	-5.141786	-5.967863	5115.000000
-0.181576	-0.012401	-0.270263	-0.128410	-0.339743	-0.199179	-4.936663	-5.853731					5116.000000
0.663214	0.709665	0.649868	0.686719	0.570074	0.567580	-5.126397	-5.153812	-5.520471	-5.464329	-4.928690	-5.087439	5117.000000
0.241765	0.165924	0.140400	0.195001	0.031543	0.046113	-5.780075			-6.044195	-5.191938		5118.000000
0.457139	0.543652	0.401144	0.506670	0.436930	0.431920	-5.534187	-5.219985	-5.414908	-5.913591	-4.895443	-5.264363	5119.000000
0.146339		0.174721	0.234755	0.177842	0.270312	-5.827519						5120.000000
0.909627	1.025056	0.954233	1.093325	0.988760	1.010240	-4.960715	-4.734719	-5.911352	-6.353153	-4.906483	-5.625985	5121.000000
0.737636	0.697478	0.647803	0.809802	0.631047	0.656169	-5.409259	-5.512662	-5.862521		-5.449032		5122.000000
1.463022	1.540653	1.236033	1.443786	1.374870	1.447576	-5.324007	-4.881310	-5.812339	-6.816258	-6.072460	-5.396122	5123.000000
0.304542	0.544073	0.283786	0.398126	0.343070	0.371068	-5.603766		-6.486637	-5.731295	-6.822391		5124.000000
1.325421	1.368481	1.141427	1.296117	1.256681	1.228327	-4.914394	-5.664770	-6.473007	-6.016204	-5.040711	-5.842780	5125.000000
-1.614723	-1.500597	-1.361525	-1.484167	-1.289736	-1.584358	-2.756389	-3.081556	-2.640252	-3.011886	-1.892943	-3.055648	5126.000000
1.062034	1.006869	0.894534	0.871167	0.762569	0.774677	-3.962162	-4.291211	-5.107699	-5.792938	-5.050661	-5.095864	5127.000000
-3.407644	-2.873612	-2.835642	-2.897763	-3.073574	-3.156488	-2.088482	-1.606282	-2.327182	-2.352501	-1.867477	-2.865688	5128.000000
0.909753	0.833895	0.704976	0.781889	0.660817	0.680566	-5.131518	-5.561818	-5.458583	-5.679192	-5.313071	-5.468166	5129.000000
-2.228255	-1.948529	-1.796035	-2.110582	-2.107140	-2.389781	-2.596636	-3.558845	-3.501959		-2.274661	-2.685269	5130.000000
0.963292	0.903217	0.793371	0.792395	0.819633	0.850729	-5.227040	-5.538118	-5.741830	-5.375599	-5.114484	-4.740681	5131.000000
-2.269150	-2.189027	-1.802232	-1.927524	-1.987822	-1.959059	-4.327182	-4.028999	-4.543201	-2.585304	-3.634107	-3.768335	5132.000000
1.221256	1.177082	1.016130	1.041839	1.082157	1.029109	-4.955889	-5.294935	-6.569795	-5.825346	-5.638177	-4.865688	5133.000000
-1.629547	-1.584974	-1.517068	-1.628127	-1.699370	-1.702222	-3.221748	-2.578244	-3.305803		-2.264523	-2.858686	5134.000000
1.260504	1.178030	1.052719	1.042256	1.034486	0.966034	-5.499047	-5.575733	-6.278472	-5.522426	-5.333153	-5.022559	5135.000000
-1.316735	-1.026458	-1.018006	-0.865469	-1.164746	-1.096429	-3.879075	-4.115384	-4.708043	-4.204435	-4.074828	-4.420458	5136.000000
1.422539	1.383361	1.181909	1.217012	1.299515	1.255804	-5.264363	-5.483565	-6.275931	-5.873546	-5.949659	-4.694798	5137.000000
-1.240514	-1.110822	-1.021124	-1.161950	-1.322364	-1.191403	-3.237655	-3.776869	-4.295043	-3.872442	-3.550931	-3.381182	5138.000000
1.463136	1.416922	1.235793	1.347567	1.346383	1.550600	-5.844967	-5.495169	-5.967863	-5.200673	-5.375599	-4.661221	5139.000000
-0.867062	-0.649015	-0.644369	-0.695823	-1.135072	-0.967608	-4.539024	-4.172402	-4.518231	-3.676096	-3.886833	-3.469126	5140.000000
1.337342	1.291657	1.115215	1.161937	1.183663	1.183684	-5.364466	-5.508765	-6.672855	-6.345337	-5.579721	-4.767661	5141.000000
-2.420266	-2.370088	-2.013751	-2.414258	-2.150127	-2.039125	-4.117787	-3.382113	-2.579655	-3.618897	-2.638811	-2.382653	5142.000000
0.848462	0.841740	0.701845	0.837425	0.787669	0.732508	-5.309434	-5.838412	-5.915832	-4.843958	-5.001252	-5.140072	5143.000000
-0.804918	-0.682565	-0.796738	-0.835415	-1.388761	-1.719106	-2.768414	-3.957609	-3.791864	-3.071500	-2.963131	-4.030165	5144.000000
1.242733	1.264963	1.067933	1.129591	0.986527	0.880501	-4.825462	-4.311711	-5.792938	-5.735504	-5.047340	-5.029146	5145.000000
-0.828137	-0.476516	-0.650200	-0.769486	-1.116326	-1.009399	-3.821004	-2.893869	-3.588715		-4.278472		5146.000000
1.335248	1.311520	1.155048	1.244180	1.116261	0.984357	-5.466247	-5.377459	-5.840595	-6.389910	-5.510713	-4.889153	5147.000000
-1.014608	-0.830461	-0.933806	-0.830823	-1.317941	-1.358802	-3.523405	-4.024340	-3.671972	-2.666305	-3.838412	-3.477781	5148.000000
1.164380	1.110932	0.967663	1.038663	0.915481	0.813889	-5.129810	-4.981723	-5.520471	-6.976862	-4.963937	-4.755639	5149.000000
-0.354997	-0.153906	-0.264613	-0.178191	-0.767087	-0.899471	-4.389910	-4.656870	-4.497587	-5.605779	-2.762395	-3.561818	5150.000000
1.439987	1.421248	1.251719	1.315130	1.177490	1.073414	-4.989844	-5.280508	-5.673003	-5.788644	-5.119584	-5.181490	5151.000000
-0.585524	-0.476942	-0.461849	-0.169468	-0.727542	-0.878139	-4.545989	-5.472008	-5.512662		-3.739720	-3.964441	5152.000000
1.373228	1.362593	1.226588	1.268743	1.190392	1.156096	-4.784274	-5.100930	-5.405500	-5.801544	-5.025851	-4.278472	5153.000000
-0.658913	-0.404868	-0.587684	-0.669755	-0.925098	-0.991853	-3.606786	-3.460497	-4.302724	-5.050661	-4.298881	-3.928189	5154.000000
1.057261	1.030018	0.964017	0.992166	0.924141	0.805649	-4.884445	-4.722833	-5.250088	-5.818835	-4.914394	-4.474367	5155.000000
-1.118423	-0.852013	-1.003816	-1.069430	-1.472793	-1.426746	-3.462413	-2.807847	-4.304006	-4.286108	-4.005777	-3.847155	5156.000000
1.229595	1.215468	1.081114	1.171086	1.100446	0.969594	-5.074011	-5.174545	-6.030165	-5.399870	-5.133226	-5.209436	5157.000000
-2.517720	-2.332167	-2.075862	-2.408317	-2.470091	-2.478511	-3.604772	-3.130663	-2.999620	-3.035749	-3.150371	-2.946260	5158.000000
0.829262	0.834282	0.723329	0.768989	0.782066	0.716692	-5.668883	-5.092491	-5.346005	-4.904903	-5.184968	-5.302176	5159.000000
-2.831646	-2.687369	-2.547974	-2.778596	-2.641305	-2.444419	-3.371883	-3.567773	-3.684360	-3.978154	-3.105159	-3.116183	5160.000000
0.381888	0.455095	0.319118	0.401577	0.360697	0.365540	-5.204175	-5.974720	-5.284108	-4.848601	-5.293128	-5.697841	5161.000000
-1.792558	-1.701505	-1.657076	-2.027666	-1.902903	-1.775678	-4.305289	-4.298881	-3.956472	-4.764651	-3.981592	-2.345988	5162.000000
0.818290	0.793618	0.671575	0.739341	0.713671	0.725558	-5.589716	-5.300364	-6.260731	-5.748169	-5.320357	-4.876615	5163.000000
-2.385611	-2.044836	-1.956401	-2.253625	-2.357334	-2.028563	-2.794136	-4.408466			-2.939859		5164.000000
0.534012	0.612075	0.521614	0.577819	0.518949	0.570594	-4.965549	-5.466247	-5.280508	-5.331321	-4.951070	-4.933471	5165.000000
-2.704757	-2.583595	-2.413400	-2.550068	-2.634140	-2.433696	-3.434765	-3.303082	-3.612835	-3.890164	-3.561818	-2.782760	5166.000000
0.567640	0.557047	0.455630	0.520573	0.524993	0.494770	-5.303989	-5.814503	-5.344165	-5.445221	-5.248309	-4.988218	5167.000000
-2.467079	-1.957429	-1.882321	-2.132642	-2.117095	-2.009053	-3.597736	-3.053153	-3.184098	-3.931569	-3.072337	-3.142643	5168.000000
0.689250	0.664647	0.605288	0.694970	0.624742	0.616569	-4.799460	-5.276912	-4.799460	-5.375599	-4.743666	-4.867246	5169.000000
-2.690927	-2.482070	-2.209107	-2.398770	-2.338847	-2.259340	-2.883661	-1.979873	-3.351531	-3.171079	-2.886013	-2.664125	5170.000000
0.548713	0.564165	0.478756	0.514691	0.508030	0.527048	-5.227040	-5.470087	-5.269735	-5.472008	-5.153812	-5.060645	5171.000000
-1.241447	-1.139232	-1.232118	-0.820772	-1.567001	-1.575876	-4.585304	-4.127421	-3.993083	-4.020850	-3.969005	-4.274661	5172.000000
0.867367	0.860726	0.752159	0.783437	0.772506	0.738292	-5.191938	-4.951070	-5.464329	-5.397995	-4.788822	-5.221748	5173.000000
-2.532261	-2.227982	-1.938296	-2.513794	-2.336161	-2.164945	-3.752403	-4.503078	-3.883506	-2.869586	-2.941458	-2.808611	5174.000000
0.713911	0.776900	0.693812	0.792196	0.763561	0.828486	-5.158981	-5.136647	-5.160706	-5.303989	-4.694798	-5.437612	5175.000000
-1.805746	-1.575808	-1.668608	-1.780071	-1.787732	-1.551227	-4.338840	-4.840867	-4.547384	-4.315571	-4.688930	-3.682292	5176.000000
0.809758	0.799485	0.689904	0.780339	0.829285	0.739064	-5.342327	-4.935067	-5.499047	-6.163838	-5.040711	-5.689538	5177.000000
-0.935775	-0.711257	-0.716746	-0.902413	-0.851661	-0.959394	-3.363540	-3.764078	-4.166282	-2.973625	-4.725800	-4.914394	5178.000000
1.080369	1.042459	0.946695	0.999705	1.007339	0.934533	-4.790339	-4.193306	-5.112787	-6.188374	-5.756643	-5.128103	5179.000000
-1.048009	-0.827058	-0.818412	-0.881526	-0.851661	-0.792109	-4.080756	-4.355763	-4.875051	-4.672855	-5.090806	-3.584714	5180.000000
1.415217	1.390451	1.241760	1.352084	1.366170	1.357947	-5.613844	-5.577726	-6.044195	-5.504874	-5.450940	-4.693330	5181.000000
-1.420477	-1.299359	-1.192918	-1.426447	-1.383206	-1.446058	-3.372812	-3.639195	-3.534187	-2.874270	-3.783286	-2.746654	5182.000000
1.325610	1.262634	1.118872	1.150410	1.180462	1.128010	-5.358915	-5.532224	-6.161396	-5.803700	-5.475855	-4.873488	5183.000000
-0.908548	-0.543062	-0.604691	-0.670986	-0.900256	-0.782317	-4.281015	-3.470087	-3.444268	-3.575733	-3.931569	-4.694798	5184.000000
0.980719	0.954531	0.909563	0.937675	0.940708	0.903295	-5.549944	-5.437612	-5.706168	-6.445939	-4.962326	-5.349688	5185.000000
	0.014475	0.101022	0.111492	0.280355	0.237362							5186.000000
1.448979	1.398903	1.309288	1.501733	1.434606	1.599620	-5.296743	-5.282307	-6.268321	-7.140072	-6.358376	-4.887583	5187.000000
				1.341883								5188.000000
1.516265	1.479372	1.262386	1.392998	1.395080	1.443093	-6.598055	-5.223511	-5.307618	-7.338654	-4.613718		5189.000000
-0.779760	-0.687616	-0.528931	-0.587536	-0.451685	-0.219155	-5.877968						5190.000000
0.351520	0.429607	0.414747	0.572398	0.596320	0.683780	-5.001252	-6.779734	-5.289516		-6.655421		5191.000000
-0.546027	-0.370583	-0.406089	-0.241080	-0.175208	-0.058780							5192.000000
0.518223	0.469112	0.493031		0.688833	0.883346	-5.842780		-5.638177		-5.836230		5193.000000
-0.838829			-0.231970	-0.094413								5194.000000
0.615368	0.597311	0.620951	0.706389	0.757497	0.872916	-5.325834	-5.466247	-6.125010	-7.595729	-5.617886	-5.349688	5195.000000
-0.705014	-0.361695	-0.470346	-0.243621		-0.209083							5196.000000
0.369047	0.494027	0.515965	0.490126	0.604673	0.648346	-5.563802			-8.171177	-6.105790		5197.000000
-0.475726	-0.361301	-0.417394	-0.215116	-0.146398	0.029109	-5.080717	-5.305803	-6.575425	-6.740681	-5.074011	-5.307618	5198.000000
0.596121	0.562350	0.628719	0.693536	0.749090	0.888696	-5.619908	-6.661221	-7.689538	-6.632338	-6.459441	-4.867246	5199.000000
	-0.600226		-0.326203	-0.390153			-5.289516					5200.000000
0.633599	0.714342	0.752255	0.821955	0.735591	0.832306	-6.018526	-5.450940	-6.503078	-7.079039	-4.999620	-6.055938	5201.000000
-0.497517	-0.365145	-0.375632	-0.181890	-0.156826	0.141713							5202.000000
0.674536	0.606752	0.711268	0.963416	1.118098								5203.000000
-0.420477	-0.363665	-0.252703	-0.116997	-0.160681	-0.070649	-5.207681	-6.296322					5204.000000
0.582004	0.570473	0.696361	0.609307	0.881512	0.936017	-5.390511	-5.849345	-5.886833	-6.023176	-5.430024	-5.273321	5205.000000
-0.205864	-0.102818	0.029157	0.228462	0.242153	0.442398	-6.144359	-5.063980			-4.837780		5206.000000
0.395276	0.484583	0.582390	0.702011	0.879203	0.850729	-5.838412	-6.208154	-5.979300	-5.990781	-5.472008	-5.107699	5207.000000
-0.296620	-0.239063	-0.092507	-0.115228	0.118710	0.300922	-5.963301	-5.293128	-5.565787		-4.374100	-3.941730	5208.000000
0.058247	0.028516	0.283919	0.302436	0.631104	0.711136	-5.758765	-6.120193	-5.479708	-5.731295	-5.336819	-5.530262	5209.000000
-0.560625	-0.375545	-0.154305	-0.047331	0.143537	0.492144							5210.000000
-0.148909	-0.208107	0.216906	0.324630	0.507469	0.662592	-6.672855	-5.183228	-4.781247	-4.936663	-5.518517	-5.712430	5211.000000
-0.135232	-0.013329	0.175295	0.427747	0.686743	0.874042							5212.000000
0.115335	0.247448	0.440561	0.672666	0.923207	1.045613	-5.965581	-4.501704	-5.666826	-5.251869	-4.415122	-5.128103	5213.000000
-0.556555	-0.440403	-0.420749	-0.136604	-0.107426	-0.014166	-5.117883	-4.811667	-5.658612	-6.009248	-5.027498	-5.737611	5214.000000
-0.261559	-0.174253	-0.073305	0.038998	0.113562	0.262019	-5.569761	-5.267943	-5.230574	-5.522426	-4.643856	-4.903324	5215.000000
-0.142970	-0.021861	0.162913	0.404307	0.703428	0.753058				-4.743666	-4.944658		5216.000000
0.554638	0.560013	0.756142	0.955552	1.162217	1.173620	-5.405500	-6.086697	-5.866926	-6.405808	-5.218224	-6.286108	5217.000000
-0.274202	-0.204836	0.042892	0.175125	0.537678	0.720766	-6.381994		-5.666826	-4.658319			5218.000000
0.042159	0.091359	0.303529		0.783404	0.913646	-6.171177	-7.305803	-6.034834		-6.000000	-5.235883	5219.000000
-0.282916	0.058036	0.108774	0.291105	0.480936	0.631020		-8.773691					5220.000000
0.067996	0.101393	0.437994	0.690877	0.858300	0.969199	-6.228070		-5.595729	-5.128103	-5.489361	-5.353375	5221.000000
-0.335341	-0.153906	-0.061601	0.070760	0.512010	0.613538	-5.782215		-4.231820			-4.341437	5222.000000
0.131425	0.281511	0.456279	0.665966	0.962732	1.043362	-6.093842		-5.720799	-5.860321	-5.670942	-4.770675	5223.000000
-0.232237	-0.105701	-0.004709	0.096302	0.384298	0.436946							5224.000000
0.322898	0.309790	0.503859	0.676756	0.809764	0.849489	-5.520471		-6.149216	-5.430024	-5.545997	-5.853731	5225.000000
-0.132720	-0.139907	0.028681	0.166040	0.392148	0.614156							5226.000000
0.223489	0.261452	0.449775	0.458961	0.757706	0.791414	-5.790790		-5.452849	-4.684537	-6.435183	-5.499047	5227.000000
-0.435026	-0.255617	-0.105510	0.022428		0.474927	-6.291211						5228.000000
-0.154610	-0.082311	0.029553	0.236725	0.452806	0.619146	-5.216465	-5.141786	-6.342737	-6.093842	-5.545997	-5.349688	5229.000000
-0.052177	-0.092487	0.223853	0.331406	0.592331	0.699271							5230.000000
0.184978	0.329925	0.494927	0.643921	0.949998	1.044613	-6.185911		-5.638177	-5.266153	-4.564176	-5.483565	5231.000000
-0.666913	-0.497673	-0.481716	-0.284478	-0.349302	-0.017382							5232.000000
-0.198326	-0.104629	-0.044472		0.187051	0.273943	-5.658612	-5.575733	-5.797238		-5.202424	-5.650420	5233.000000
-0.132547	-0.111318	0.239088	0.455018	0.777165	0.729815							5234.000000
0.229562	0.387116	0.574640	0.703278	1.051934	1.115724	-5.869131	-6.909645	-5.336819	-5.370027	-5.792938	-6.342737	5235.000000
-0.253820	-0.197964	0.029712	0.199124	0.603507	0.547427							5236.000000
0.093673	0.178301	0.371608	0.614142	0.880406	1.010496	-5.714520	-5.611826	-5.683326	-5.353375	-6.925507	-5.370027	5237.000000
-0.015725	0.272278	0.370357	0.419033	0.767208	0.825627	-6.530689	-4.593799	-5.593723		-5.977009		5238.000000
0.450568	0.537542	0.820114	0.913885	1.230650	1.195107	-5.264363	-5.479708	-5.487428	-7.316712	-5.477781	-5.619908	5239.000000
-0.208051	0.007326	0.222536		0.625718	0.797066		-5.877968			-5.544025		5240.000000
0.229023		0.555272	0.754649	1.011035	1.051971	-5.371883		-5.660663		-5.540086	-4.919152	5241.000000
-0.157689	0.003280	0.027490	-0.003607	0.310090	0.323701							5242.000000
0.204431		0.387411	0.509329	0.697160	0.801808	-5.897952		-6.020850	-5.961023	-5.931569	-4.742173	5243.000000
-0.156633	-0.200339	0.030029	0.096382	0.461450	0.486203	-5.565787			-6.086697	-5.710341		5244.000000
0.130776		0.390563	0.511379	0.672478	0.799389	-5.638177		-4.575425	-4.984969	-5.551919	-4.458088	5245.000000
-0.461089	0.034588	-0.232023	-0.057488	0.367440	0.375582		-8.389910					5246.000000
-0.035980	-0.087268	0.267741	0.265887		0.756065		-5.126397	-5.644292	-6.316859		-4.960715	5247.000000
-0.226868		0.270494	0.241675	0.688228	0.877368							5248.000000
0.264552	0.365629	0.517436	0.651763	0.979088	1.018496	-5.405500	-6.508579	-5.743941	-5.009428	-5.712430	-5.650420	5249.000000
-0.520209	-0.373956	-0.358824	-0.234697	-0.032777	-0.002407	-6.696266	-5.121286					5250.000000
-0.237905	-0.227713	-0.098994	0.008573	0.092618	0.297218	-5.495169	-5.786499	-5.536152	-5.748169	-4.999620	-5.188451	5251.000000
-0.078779	0.073411	0.331971		0.700978	0.897261	-6.129835				-5.708254		5252.000000
0.262710	0.418700	0.597553	0.770501	1.027856	1.217905	-6.544595	-6.719869	-5.230574	-7.571750	-5.630043	-4.862574	5253.000000
-0.128744	-0.107186	0.152392	0.426852	0.650698	0.727013				-8.009248	-6.183450		5254.000000
0.110956	0.121395	0.382452	0.492449	0.801962	0.897399	-4.986593	-5.257217	-5.039056	-6.240588	-5.510713	-4.520995	5255.000000
-0.287437	0.053392		0.227801	0.666743	0.692584							5256.000000
0.797274	0.825228	1.035409	1.177596	1.392485	1.490034	-5.109394	-5.040711	-6.371473	-5.691611	-6.158956	-4.797938	5257.000000
-0.146198	-0.098956	0.211743	0.414657	0.791153	0.867837							5258.000000
0.133945		0.536646	0.622929	0.974363	1.056980	-5.603766		-5.880182	-5.244753	-5.273321	-4.669942	5259.000000
-3.253631	-3.048952	-2.870731	-2.909335	-2.835609	-2.683599	-3.185838	-3.065650	-2.633775	-3.037402	-3.117033	-2.717648	5260.000000
-0.119966	-0.248499	-0.188761	-0.046976	-0.171812	-0.012171	-3.857024	-4.092650	-3.786499	-4.616574	-4.298881	-3.567773	5261.000000
-3.330965	-3.132497	-2.848409	-2.808982	-2.506366	-2.481389	-2.548082	-2.982534	-2.855579		-2.939859	-1.896838	5262.000000
0.606374	0.581371	0.521614	0.682657	0.725931	0.728518	-4.241843	-5.239428	-4.520995	-4.906483	-4.851700	-5.090806	5263.000000
-2.102570	-1.806141	-1.625767	-1.688327	-1.360287	-1.190421	-3.747111	-5.027498	-5.264363		-3.998846	-4.190839	5264.000000
1.118393	1.071625	1.053109	1.036864	1.082701	1.036044	-4.993099	-4.769167	-5.687466	-5.900181	-5.405500	-5.267943	5265.000000
-1.906919	-1.810972	-1.111968	-1.276339	-0.681505	-0.706144	-3.115334	-3.653489		-3.962162	-4.800984		5266.000000
0.841165	0.747764	0.928525	0.989615	1.263927	1.264920	-5.477781	-5.573741	-5.621932	-6.612290	-5.244753	-4.936663	5267.000000
-1.970780		-1.371333	-1.284478	-0.902241	-0.601475	-3.499047		-3.120435	-4.320726	-4.129835	-4.758640	5268.000000
0.713478	0.707367	0.767169	0.961123	1.055475	1.130211	-5.634107	-4.790339	-5.853731	-5.704084	-4.791857	-5.499047	5269.000000
-1.962756	-1.723098	-1.239552	-1.181695	-0.871778	-0.668216	-3.900181	-4.739189	-4.493476	-3.246530	-4.214363	-3.716611	5270.000000
0.660769	0.694735	0.764408	0.912927	1.089167	1.176133	-5.289516	-5.613844	-4.734719	-5.510713	-5.518517	-4.805557	5271.000000
-2.651702	-2.361006	-1.984951	-2.080471	-1.762272	-1.456166	-2.409796	-3.242089	-3.469126	-3.088280	-3.008610	-3.329491	5272.000000
0.809938	0.841013	0.773622	0.956083	0.975580	0.914513	-5.140072	-5.366318	-5.191938	-5.553896	-5.289516	-4.581066	5273.000000
-1.963372	-1.693304	-1.415773	-1.340166	-0.932178	-0.747115	-3.520471	-4.920739	-3.614854	-3.722895	-4.318147	-3.666826	5274.000000
0.797138	0.756635	0.770020	0.928269	1.169598	1.105412	-4.826999	-5.409259	-5.377459	-6.105790	-4.963937	-4.994728	5275.000000
-2.325019	-2.112146	-1.839112	-1.816831	-1.529189	-1.492232	-3.347846	-3.461455	-3.316712	-3.363540	-3.494200	-3.394251	5276.000000
0.622463	0.613829	0.615203	0.781889	0.829335	0.893795	-4.763147	-5.178015	-5.228807	-5.518517	-5.011066	-4.917565	5277.000000
-2.602924	-2.273566	-2.153315	-2.249125	-2.087810	-1.777151	-3.369099	-3.126397	-4.152865	-3.982739	-3.655537	-3.560827	5278.000000
0.306011	0.377887	0.451079	0.586772	0.738566	0.802498	-4.586718	-4.925507	-4.690396	-5.449032	-4.534854	-4.404480	5279.000000
-2.282532	-2.091426	-1.911864	-1.978080	-1.483649	-1.335617	-4.350546	-4.791857	-3.954199	-2.938260	-4.182221	-3.787571	5280.000000
0.491294	0.546121	0.587193	0.746017	0.859472	0.883253	-4.681612	-5.344165	-5.165888		-4.544595	-4.070094	5281.000000
-2.716644	-2.433246	-2.160896	-2.038921	-1.690767	-1.463971	-2.451332	-2.310425	-4.127421	-3.988481	-3.830783	-2.715429	5282.000000
0.504543	0.517983	0.645632	0.781689	1.037466	1.096595	-5.706168	-6.125010	-5.520471	-5.042367	-5.251869	-5.262575	5283.000000
-2.105624	-1.936454	-1.484771	-1.487777	-1.007629	-0.751450	-4.655421	-5.087439	-4.387269	-4.319436	-3.804778	-4.557167	5284.000000
0.198113	0.329681	0.452144	0.558755	0.850118	0.919976	-5.954199	-5.015986	-5.782215	-6.161396	-5.362614	-5.209436	5285.000000
